,datetime,SPY,QQQ,IWM,VTI,EFA,EEM,IJH,GLD,IYR,TAN,LIT,FXI,ARKK,VGT,XLF,XLV,XLY,XLI,GOVT,LQD,HYG,XLK,XLE,VIT
0,2005-01-03,84.57157897949219,34.24989318847656,49.94386291503906,,31.887990951538086,15.681364059448242,50.33695983886719,43.02000045776367,30.29872703552246,,,12.429960250854492,,,16.943029403686523,21.891881942749023,27.63744354248047,21.503925323486328,,54.236289978027344,,,21.11164665222168,
1,2005-01-04,83.5381851196289,33.62558364868164,48.87324142456055,,31.276683807373047,15.198558807373047,49.519222259521484,42.7400016784668,29.882862091064453,,,12.087373733520508,,,16.781509399414062,21.715801239013672,27.314254760742188,21.238616943359375,,53.93190002441406,,,21.00301742553711,
2,2005-01-05,82.96168518066406,33.417476654052734,47.89640426635742,,31.256643295288086,15.012496948242188,49.025489807128906,42.66999816894531,28.76475715637207,,,11.812405586242676,,,16.75365447998047,21.679119110107422,27.211763381958008,21.091999053955078,,53.9753532409668,,,20.912485122680664,
3,2005-01-06,83.38350677490234,33.25273895263672,48.15038299560547,,31.256643295288086,15.002296447753906,49.24921798706055,42.150001525878906,29.011289596557617,,,11.825927734375,,,16.837203979492188,21.84052085876465,27.06987953186035,21.161813735961914,,54.01407241821289,,,21.27461051940918,
4,2005-01-07,83.26397705078125,33.4261589050293,47.61507797241211,,31.116348266601562,15.031343460083008,49.05636215209961,41.84000015258789,29.008798599243164,,,11.71999740600586,,,16.748085021972656,21.825849533081055,27.062009811401367,21.064067840576172,,53.989898681640625,,,21.10561180114746,
5,2005-01-10,83.65764617919922,33.40879821777344,48.09959411621094,,31.256643295288086,15.050183296203613,49.26850891113281,41.95000076293945,28.99137306213379,,,11.814659118652344,,,16.76479721069336,22.0165958404541,27.164470672607422,21.1408748626709,,53.89809799194336,,,21.262535095214844,
6,2005-01-11,83.08118438720703,33.174686431884766,47.51348876953125,,31.19651222229004,15.02192211151123,48.89436340332031,42.209999084472656,28.635255813598633,,,11.71999740600586,,,16.692394256591797,21.862529754638672,26.99104881286621,21.043136596679688,,54.023658752441406,,,21.292715072631836,
7,2005-01-12,83.35538482666016,33.45216369628906,47.708858489990234,,31.447052001953125,15.206409454345703,49.04863739013672,42.599998474121094,28.52569007873535,,,11.866496086120605,,,16.670114517211914,22.009260177612305,27.148706436157227,21.071056365966797,,54.07684326171875,,,21.666902542114258,
8,2005-01-13,82.6875,33.00993728637695,47.564273834228516,,31.176471710205078,15.143607139587402,49.00621032714844,42.599998474121094,28.662662506103516,,,11.798883438110352,,,16.508583068847656,21.679119110107422,26.951637268066406,20.86858367919922,,54.221832275390625,,,21.811752319335938,
9,2005-01-14,83.12338256835938,33.32209777832031,48.01754379272461,,31.326793670654297,15.414451599121094,49.33407974243164,42.31999969482422,28.996349334716797,,,11.7650728225708,,,16.564289093017578,21.767160415649414,27.20388412475586,21.00823211669922,,54.284610748291016,,,22.004884719848633,
10,2005-01-18,83.98806762695312,33.57353591918945,48.58799743652344,,31.350849151611328,15.386970520019531,49.874088287353516,42.31999969482422,29.31510353088379,,,12.0107421875,,,16.8260555267334,21.9432315826416,27.432493209838867,21.091999053955078,,54.3136100769043,,,22.222150802612305,
